3.745401188473624909e-01,9.507143064099161656e-01,1.130000000000000000e+02
3.816829759902196084e-01,9.383425149272813792e-01,1.130000000000000000e+02
3.888258331330767259e-01,9.259707234446465929e-01,1.130000000000000000e+02
3.959686902759338434e-01,9.135989319620118065e-01,1.130000000000000000e+02
4.031115474187909609e-01,9.012271404793770202e-01,1.130000000000000000e+02
4.102544045616480783e-01,8.888553489967422339e-01,1.130000000000000000e+02
4.173972617045051958e-01,8.764835575141074475e-01,1.130000000000000000e+02
4.245401188473623133e-01,8.641117660314726612e-01,1.130000000000000000e+02
4.316829759902194308e-01,8.517399745488378748e-01,1.130000000000000000e+02
4.388258331330765483e-01,8.393681830662030885e-01,1.130000000000000000e+02
4.459686902759336657e-01,8.269963915835683022e-01,1.130000000000000000e+02
4.531115474187907832e-01,8.146246001009335158e-01,1.130000000000000000e+02
7.796910002727692746e-01,5.968501579464869922e-01,1.130000000000000000e+02
7.939767145584835095e-01,5.968501579464869922e-01,1.130000000000000000e+02
8.082624288441977445e-01,5.968501579464869922e-01,1.130000000000000000e+02
8.225481431299119794e-01,5.968501579464869922e-01,1.130000000000000000e+02
8.368338574156262144e-01,5.968501579464869922e-01,1.130000000000000000e+02
8.511195717013404494e-01,5.968501579464869922e-01,1.130000000000000000e+02
8.654052859870546843e-01,5.968501579464869922e-01,1.130000000000000000e+02
8.796910002727689193e-01,5.968501579464869922e-01,1.130000000000000000e+02
8.939767145584831542e-01,5.968501579464869922e-01,1.130000000000000000e+02
9.082624288441973892e-01,5.968501579464869922e-01,1.130000000000000000e+02
9.225481431299116242e-01,5.968501579464869922e-01,1.130000000000000000e+02
9.368338574156258591e-01,5.968501579464869922e-01,1.130000000000000000e+02
1.559945203362026467e-01,5.808361216819946105e-02,1.130000000000000000e+02
1.631373774790597919e-01,7.045540365083430290e-02,1.130000000000000000e+02
1.702802346219169372e-01,8.282719513346914475e-02,1.130000000000000000e+02
1.774230917647740824e-01,9.519898661610398660e-02,1.130000000000000000e+02
1.845659489076312276e-01,1.075707780987388285e-01,1.130000000000000000e+02
1.917088060504883729e-01,1.199425695813736703e-01,1.130000000000000000e+02
1.988516631933455181e-01,1.323143610640085122e-01,1.130000000000000000e+02
2.059945203362026633e-01,1.446861525466433540e-01,1.130000000000000000e+02
2.131373774790598086e-01,1.570579440292781959e-01,1.130000000000000000e+02
2.202802346219169538e-01,1.694297355119130377e-01,1.130000000000000000e+02
2.274230917647740990e-01,1.818015269945478796e-01,1.130000000000000000e+02
2.345659489076312443e-01,1.941733184771827214e-01,1.130000000000000000e+02
6.011150117432088047e-01,7.080725777960454881e-01,1.130000000000000000e+02
6.154007260289230397e-01,7.080725777960454881e-01,1.130000000000000000e+02
6.296864403146372746e-01,7.080725777960454881e-01,1.130000000000000000e+02
6.439721546003515096e-01,7.080725777960454881e-01,1.130000000000000000e+02
6.582578688860657445e-01,7.080725777960454881e-01,1.130000000000000000e+02
6.725435831717799795e-01,7.080725777960454881e-01,1.130000000000000000e+02
6.868292974574942145e-01,7.080725777960454881e-01,1.130000000000000000e+02
7.011150117432084494e-01,7.080725777960454881e-01,1.130000000000000000e+02
7.154007260289226844e-01,7.080725777960454881e-01,1.130000000000000000e+02
7.296864403146369193e-01,7.080725777960454881e-01,1.130000000000000000e+02
7.439721546003511543e-01,7.080725777960454881e-01,1.130000000000000000e+02
7.582578688860653893e-01,7.080725777960454881e-01,1.130000000000000000e+02
5.641157902710025596e-02,7.219987722668247399e-01,1.130000000000000000e+02
7.069729331281454643e-02,7.219987722668247399e-01,1.130000000000000000e+02
8.498300759852883690e-02,7.219987722668247399e-01,1.130000000000000000e+02
9.926872188424312737e-02,7.219987722668247399e-01,1.130000000000000000e+02
1.135544361699574178e-01,7.219987722668247399e-01,1.130000000000000000e+02
1.278401504556717083e-01,7.219987722668247399e-01,1.130000000000000000e+02
1.421258647413859988e-01,7.219987722668247399e-01,1.130000000000000000e+02
1.564115790271002893e-01,7.219987722668247399e-01,1.130000000000000000e+02
1.706972933128145797e-01,7.219987722668247399e-01,1.130000000000000000e+02
1.849830075985288702e-01,7.219987722668247399e-01,1.130000000000000000e+02
1.992687218842431607e-01,7.219987722668247399e-01,1.130000000000000000e+02
2.135544361699574512e-01,7.219987722668247399e-01,1.130000000000000000e+02
2.123391106782761550e-01,1.818249672071006184e-01,1.130000000000000000e+02
2.194819678211333003e-01,1.941967586897354603e-01,1.130000000000000000e+02
2.266248249639904455e-01,2.065685501723703021e-01,1.130000000000000000e+02
2.337676821068475908e-01,2.189403416550051440e-01,1.130000000000000000e+02
2.409105392497047360e-01,2.313121331376399858e-01,1.130000000000000000e+02
2.480533963925618812e-01,2.436839246202748277e-01,1.130000000000000000e+02
2.551962535354190265e-01,2.560557161029096696e-01,1.130000000000000000e+02
2.623391106782761439e-01,2.684275075855445114e-01,1.130000000000000000e+02
2.694819678211332614e-01,2.807992990681793533e-01,1.130000000000000000e+02
2.766248249639903789e-01,2.931710905508141951e-01,1.130000000000000000e+02
2.837676821068474964e-01,3.055428820334490370e-01,1.130000000000000000e+02
2.909105392497046139e-01,3.179146735160838788e-01,1.130000000000000000e+02
4.319450186421157634e-01,2.912291401980419137e-01,1.130000000000000000e+02
4.390878757849728808e-01,2.788573487154070718e-01,1.130000000000000000e+02
4.462307329278299983e-01,2.664855572327722300e-01,1.130000000000000000e+02
4.533735900706871158e-01,2.541137657501373881e-01,1.130000000000000000e+02
4.605164472135442333e-01,2.417419742675025462e-01,1.130000000000000000e+02
4.676593043564013508e-01,2.293701827848677044e-01,1.130000000000000000e+02
4.748021614992584682e-01,2.169983913022328625e-01,1.130000000000000000e+02
4.819450186421155857e-01,2.046265998195980207e-01,1.130000000000000000e+02
4.890878757849727032e-01,1.922548083369631788e-01,1.130000000000000000e+02
4.962307329278298207e-01,1.798830168543283370e-01,1.130000000000000000e+02
5.033735900706869382e-01,1.675112253716934951e-01,1.130000000000000000e+02
5.105164472135440556e-01,1.551394338890586533e-01,1.130000000000000000e+02
3.998609717152554754e-01,4.666566321361542702e-02,1.130000000000000000e+02
4.070038288581125929e-01,3.429387173098059211e-02,1.130000000000000000e+02
4.141466860009697104e-01,2.192208024834575719e-02,1.130000000000000000e+02
4.212895431438268279e-01,9.550288765710920544e-03,1.130000000000000000e+02
4.560699842170359286e-01,7.851759613930135995e-01,1.130000000000000000e+02
4.632128413598930461e-01,7.728041699103788131e-01,1.130000000000000000e+02
4.703556985027501636e-01,7.604323784277440268e-01,1.130000000000000000e+02
4.774985556456072811e-01,7.480605869451092405e-01,1.130000000000000000e+02
4.846414127884643985e-01,7.356887954624744541e-01,1.130000000000000000e+02
4.917842699313215160e-01,7.233170039798396678e-01,1.130000000000000000e+02
4.989271270741786335e-01,7.109452124972048814e-01,1.130000000000000000e+02
5.060699842170357510e-01,6.985734210145700951e-01,1.130000000000000000e+02
5.132128413598928685e-01,6.862016295319353087e-01,1.130000000000000000e+02
5.203556985027499859e-01,6.738298380493005224e-01,1.130000000000000000e+02
5.274985556456071034e-01,6.614580465666657361e-01,1.130000000000000000e+02
5.346414127884642209e-01,6.490862550840309497e-01,1.130000000000000000e+02
3.824619912671627375e-01,9.832308858067881907e-01,1.130000000000000000e+02
3.896048484100198550e-01,9.956026772894229770e-01,1.130000000000000000e+02
4.504992519695429909e-01,1.326496115986652846e-02,1.130000000000000000e+02
4.576421091124001084e-01,2.563675264250136338e-02,1.130000000000000000e+02
4.647849662552572259e-01,3.800854412513619829e-02,1.130000000000000000e+02
4.719278233981143433e-01,5.038033560777103320e-02,1.130000000000000000e+02
4.790706805409714608e-01,6.275212709040586812e-02,1.130000000000000000e+02
4.862135376838285783e-01,7.512391857304070997e-02,1.130000000000000000e+02
4.933563948266856958e-01,8.749571005567555182e-02,1.130000000000000000e+02
5.004992519695428133e-01,9.986750153831039367e-02,1.130000000000000000e+02
5.076421091123999307e-01,1.122392930209452355e-01,1.130000000000000000e+02
5.147849662552570482e-01,1.246110845035800774e-01,1.130000000000000000e+02
5.219278233981141657e-01,1.369828759862149192e-01,1.130000000000000000e+02
5.290706805409712832e-01,1.493546674688497611e-01,1.130000000000000000e+02
9.656320330745593594e-01,8.083973481164611341e-01,1.130000000000000000e+02
9.727748902174164769e-01,8.207691395990959204e-01,1.130000000000000000e+02
9.799177473602735944e-01,8.331409310817307068e-01,1.130000000000000000e+02
9.870606045031307119e-01,8.455127225643654931e-01,1.130000000000000000e+02
9.942034616459878293e-01,8.578845140470002795e-01,1.130000000000000000e+02
1.596625222021419432e-02,2.308938256221489960e-01,1.130000000000000000e+02
2.310910936307133956e-02,2.185220341395141541e-01,1.130000000000000000e+02
3.025196650592848480e-02,2.061502426568793123e-01,1.130000000000000000e+02
3.739482364878563003e-02,1.937784511742444704e-01,1.130000000000000000e+02
4.453768079164277527e-02,1.814066596916096286e-01,1.130000000000000000e+02
5.168053793449992050e-02,1.690348682089747867e-01,1.130000000000000000e+02
5.882339507735706574e-02,1.566630767263399449e-01,1.130000000000000000e+02
6.596625222021421098e-02,1.442912852437051030e-01,1.130000000000000000e+02
7.310910936307135621e-02,1.319194937610702612e-01,1.130000000000000000e+02
8.025196650592850145e-02,1.195477022784354193e-01,1.130000000000000000e+02
8.739482364878564669e-02,1.071759107958005774e-01,1.130000000000000000e+02
9.453768079164279192e-02,9.480411931316573559e-02,1.130000000000000000e+02
6.832635188254582159e-01,6.099966577826209102e-01,1.130000000000000000e+02
6.904063759683153334e-01,5.976248662999861239e-01,1.130000000000000000e+02
6.975492331111724509e-01,5.852530748173513375e-01,1.130000000000000000e+02
7.046920902540295684e-01,5.728812833347165512e-01,1.130000000000000000e+02
7.118349473968866858e-01,5.605094918520817648e-01,1.130000000000000000e+02
7.189778045397438033e-01,5.481377003694469785e-01,1.130000000000000000e+02
7.261206616826009208e-01,5.357659088868121922e-01,1.130000000000000000e+02
7.332635188254580383e-01,5.233941174041774058e-01,1.130000000000000000e+02
7.404063759683151558e-01,5.110223259215426195e-01,1.130000000000000000e+02
7.475492331111722732e-01,4.986505344389077776e-01,1.130000000000000000e+02
7.546920902540293907e-01,4.862787429562729358e-01,1.130000000000000000e+02
7.618349473968865082e-01,4.739069514736380939e-01,1.130000000000000000e+02
1.733646535077720818e-01,3.910606075732407927e-01,1.130000000000000000e+02
1.876503677934863723e-01,3.910606075732407927e-01,1.130000000000000000e+02
2.019360820792006628e-01,3.910606075732407927e-01,1.130000000000000000e+02
2.162217963649149532e-01,3.910606075732407927e-01,1.130000000000000000e+02
2.305075106506292437e-01,3.910606075732407927e-01,1.130000000000000000e+02
2.447932249363435342e-01,3.910606075732407927e-01,1.130000000000000000e+02
2.590789392220578247e-01,3.910606075732407927e-01,1.130000000000000000e+02
2.733646535077721151e-01,3.910606075732407927e-01,1.130000000000000000e+02
2.876503677934864056e-01,3.910606075732407927e-01,1.130000000000000000e+02
3.019360820792006961e-01,3.910606075732407927e-01,1.130000000000000000e+02
3.162217963649149866e-01,3.910606075732407927e-01,1.130000000000000000e+02
3.305075106506292770e-01,3.910606075732407927e-01,1.130000000000000000e+02
6.625222843539819717e-01,3.117110760894109545e-01,1.130000000000000000e+02
6.768079986396962067e-01,3.117110760894109545e-01,1.130000000000000000e+02
6.910937129254104416e-01,3.117110760894109545e-01,1.130000000000000000e+02
7.053794272111246766e-01,3.117110760894109545e-01,1.130000000000000000e+02
7.196651414968389116e-01,3.117110760894109545e-01,1.130000000000000000e+02
7.339508557825531465e-01,3.117110760894109545e-01,1.130000000000000000e+02
7.482365700682673815e-01,3.117110760894109545e-01,1.130000000000000000e+02
7.625222843539816164e-01,3.117110760894109545e-01,1.130000000000000000e+02
7.768079986396958514e-01,3.117110760894109545e-01,1.130000000000000000e+02
7.910937129254100864e-01,3.117110760894109545e-01,1.130000000000000000e+02
8.053794272111243213e-01,3.117110760894109545e-01,1.130000000000000000e+02
8.196651414968385563e-01,3.117110760894109545e-01,1.130000000000000000e+02
2.079416628681888257e-01,5.677003278199914682e-01,1.130000000000000000e+02
2.150845200110459710e-01,5.800721193026262545e-01,1.130000000000000000e+02
2.222273771539031162e-01,5.924439107852610409e-01,1.130000000000000000e+02
